# Blade Section Radius(2D) FT(last_step) Torque_contrib
    3    1    0.233827E+02   -0.135000E+02    0.270000E+02   -0.385767E+03
*****
    3    2    0.233827E+02   -0.135000E+02    0.270000E+02   -0.473582E+03
*****
    3    3    0.233827E+02   -0.135000E+02    0.270000E+02   -0.489247E+03
*****
    3    4    0.233827E+02   -0.135000E+02    0.270000E+02   -0.434505E+03
*****
    3    5    0.233827E+02   -0.135000E+02    0.270000E+02   -0.412021E+03
*****
    3    6    0.233827E+02   -0.135000E+02    0.270000E+02   -0.396589E+03
*****
    3    7    0.233827E+02   -0.135000E+02    0.270000E+02   -0.381651E+03
*****
    3    8    0.233827E+02   -0.135000E+02    0.270000E+02   -0.369253E+03
*****
    3    9    0.233827E+02   -0.135000E+02    0.270000E+02   -0.361181E+03
*****
    3   10    0.233827E+02   -0.135000E+02    0.270000E+02   -0.356902E+03
*****
    3   11    0.233827E+02   -0.135000E+02    0.270000E+02   -0.354989E+03
*****
    3   12    0.233827E+02   -0.135000E+02    0.270000E+02   -0.354309E+03
*****
    3   13    0.233827E+02   -0.135000E+02    0.270000E+02   -0.354309E+03
*****
    3   14    0.233827E+02   -0.135000E+02    0.270000E+02   -0.354989E+03
*****
    3   15    0.233827E+02   -0.135000E+02    0.270000E+02   -0.356902E+03
*****
    3   16    0.233827E+02   -0.135000E+02    0.270000E+02   -0.361181E+03
*****
    3   17    0.233827E+02   -0.135000E+02    0.270000E+02   -0.369253E+03
*****
    3   18    0.233827E+02   -0.135000E+02    0.270000E+02   -0.381651E+03
*****
    3   19    0.233827E+02   -0.135000E+02    0.270000E+02   -0.396589E+03
*****
    3   20    0.233827E+02   -0.135000E+02    0.270000E+02   -0.412021E+03
*****
    3   21    0.233827E+02   -0.135000E+02    0.270000E+02   -0.434505E+03
*****
    3   22    0.233827E+02   -0.135000E+02    0.270000E+02   -0.489247E+03
*****
    3   23    0.233827E+02   -0.135000E+02    0.270000E+02   -0.473582E+03
*****
    3   24    0.233827E+02   -0.135000E+02    0.270000E+02   -0.385767E+03
*****
